time,MotorTorqueSet,MotorTorque,MotorVelocitySet,MotorVelocity,PropellerTorqueSet,PropellerTorque,PropellerVelocitySet,PropellerVelocity
0,0,1.9278,1000,999.94698,0.0238,0.0595,0,-665.98219
0.00099155,0,1.904,1000,999.94698,0.0238,0.0595,0,-665.98219
0.002015225,0,1.9159,1000,999.94698,0.0238,-0.0119,0,-665.98219
0.003004425,0,1.9278,1000,999.94698,0.0238,-0.0119,0,-665.98219
0.004008725,0,1.9516,1000,999.94698,0.0238,0.0238,0,-665.98219
0.00499435,0,1.9516,1000,999.893,0.0238,0.0595,0,-667.57518
0.005995025,0,1.9397,1000,999.893,0.0238,0.0119,0,-667.57518
0.006995325,0,1.9397,1000,999.893,0.0238,0.0238,0,-667.57518
0.00799695,0,1.9159,1000,999.893,0.0238,0.0119,0,-667.57518
0.009002225,0,1.9159,1000,999.893,0.0238,0.0238,0,-667.57518
0.00999265,0,1.9516,1000,999.893,0.0238,0.0238,0,-667.57518
0.010998475,0,1.9159,1000,999.893,0.0238,0.0357,0,-667.57518
0.012008575,0,1.904,1000,999.893,0.0238,0.0357,0,-667.57518
0.012997225,0,1.9397,1000,999.893,0.0238,0.0357,0,-667.57518
0.01400325,0,1.904,1000,999.893,0.0238,0,0,-667.57518
0.015001325,0,1.904,1000,999.893,0.0238,0.0476,0,-667.57518
0.01600105,0,1.904,1000,999.893,0.0238,0.0238,0,-667.57518
0.01699695,0,1.904,1000,999.893,0.0238,0.0119,0,-667.57518
0.018001675,0,1.8921,1000,999.893,0.0238,0.0357,0,-667.57518
0.018997525,0,1.8445,1000,999.893,0.0238,0.0238,0,-667.57518
0.01999695,0,1.8445,1000,999.893,0.0238,0.0119,0,-667.57518
0.0210005,0,1.8445,1000,999.893,0.0238,0.0357,0,-667.57518
0.022017425,0,1.8207,1000,999.893,0.0238,0.0238,0,-667.57518
0.02299025,0,1.8326,1000,999.893,0.0238,0.0357,0,-667.57518
0.0239981,0,1.8445,1000,999.893,0.0238,0.0238,0,-667.57518
0.0250067,0,1.8445,1000,999.893,0.0238,0.0119,0,-667.57518
0.0259959,0,1.7969,1000,999.893,0.0238,0.0238,0,-667.57518
0.027005075,0,1.8207,1000,999.893,0.0238,0,0,-667.57518
0.0280016,0,1.8445,1000,999.893,0.0238,0.0238,0,-667.57518
0.02900475,0,1.8445,1000,999.893,0.0238,0.0119,0,-667.57518
0.030003025,0,1.8207,1000,999.893,0.0238,0.0476,0,-667.57518
0.0310056,0,1.8088,1000,999.893,0.0238,0.0357,0,-667.57518
0.032022225,0,1.8445,1000,999.893,0.0238,0.0476,0,-667.57518
0.032991625,0,1.8088,1000,999.893,0.0238,0.0238,0,-667.57518
0.03399785,0,1.8445,1000,999.893,0.0238,0.0119,0,-667.57518
0.03500005,0,1.8802,1000,999.893,0.0238,0.0119,0,-667.57518
0.0359946,0,1.8683,1000,999.893,0.0238,0.0476,0,-667.57518
0.0369967,0,1.8564,1000,999.893,0.0238,0.0357,0,-667.57518
0.037989525,0,1.8921,1000,999.893,0.0238,0.0357,0,-667.57518
0.0389964,0,1.8921,1000,999.893,0.0238,0,0,-667.57518
0.040002,0,1.8921,1000,999.893,0.0238,0,0,-667.57518
0.041001425,0,1.9159,1000,999.893,0.0238,0.0238,0,-667.57518
0.042022925,0,1.8921,1000,999.893,0.0238,0.0357,0,-667.57518
0.042991925,0,1.8802,1000,999.893,0.0238,0.0238,0,-667.57518
0.043999025,0,1.9397,1000,999.893,0.0238,0,0,-667.57518
0.04500075,0,1.9397,1000,999.893,0.0238,0.0119,0,-667.57518
0.045994025,0,1.9516,1000,999.893,0.0238,0.0476,0,-667.57518
0.04699935,0,1.9635,1000,999.893,0.0238,0,0,-667.57518
0.0480007,0,1.9159,1000,999.893,0.0238,0.0357,0,-667.57518
0.0490027,0,1.9397,1000,999.893,0.0238,0.0476,0,-667.57518
0.0500034,0,1.9278,1000,999.893,0.0238,0.0357,0,-667.57518
0.0510108,0,1.9159,1000,999.893,0.0238,0.0119,0,-667.57518
0.0520168,0,1.904,1000,999.893,0.0238,0.0476,0,-667.57518
0.0529997,0,1.9278,1000,999.893,0.0238,0.0119,0,-667.57518
0.054000125,0,1.9516,1000,999.893,0.0238,0.0357,0,-667.57518
0.05500035,0,1.9397,1000,999.8973,0.0238,0.0357,0,-665.18756
0.056000475,0,1.8921,1000,999.8973,0.0238,0.0238,0,-665.18756
0.0569991,0,1.9278,1000,999.8973,0.0238,0.0238,0,-665.18756
0.057998825,0,1.9278,1000,999.8973,0.0238,0.0238,0,-665.18756
0.05900165,0,1.9159,1000,999.8973,0.0238,0.0119,0,-665.18756
0.060006125,0,1.9516,1000,999.8973,0.0238,0.0119,0,-665.18756
0.06099185,0,1.904,1000,999.8973,0.0238,0.0476,0,-665.18756
0.0620155,0,1.9278,1000,999.8973,0.0238,0.0119,0,-665.18756
0.0629952,0,1.9159,1000,999.8973,0.0238,0.0238,0,-665.18756
0.06399985,0,1.9159,1000,999.8973,0.0238,0.0238,0,-665.18756
0.0649983,0,1.9159,1000,999.8973,0.0238,0.0119,0,-665.18756
0.0659968,0,1.9159,1000,999.8973,0.0238,0.0119,0,-665.18756
0.0669931,0,1.8802,1000,999.8973,0.0238,0.0357,0,-665.18756
0.068002425,0,1.8921,1000,999.8973,0.0238,0.0238,0,-665.18756
0.068997,0,1.9159,1000,999.8973,0.0238,0.0119,0,-665.18756
0.070000275,0,1.904,1000,999.8973,0.0238,0.0119,0,-665.18756
0.07099995,0,1.8564,1000,999.8973,0.0238,0,0,-665.18756
0.072019825,0,1.904,1000,999.8973,0.0238,0.0595,0,-665.18756
0.072988425,0,1.8802,1000,999.8973,0.0238,0.0238,0,-665.18756
0.0739906,0,1.904,1000,999.8973,0.0238,0,0,-665.18756
0.0749931,0,1.9278,1000,999.8973,0.0238,0.0238,0,-665.18756
0.076002025,0,1.904,1000,999.8973,0.0238,0.0238,0,-665.18756
0.076997225,0,1.8802,1000,999.8973,0.0238,0.0119,0,-665.18756
0.0779938,0,1.8802,1000,999.8973,0.0238,0,0,-665.18756
0.0790131,0,1.8921,1000,999.8973,0.0238,0.0238,0,-665.18756
0.079994,0,1.904,1000,999.8973,0.0238,0.0119,0,-665.18756
0.080997775,0,1.8921,1000,999.8973,0.0238,0.0119,0,-665.18756
0.0820126,0,1.9397,1000,999.8973,0.0238,0.0238,0,-665.18756
0.0830138,0,1.8683,1000,999.8973,0.0238,0.0357,0,-665.18756
0.083997325,0,1.8802,1000,999.8973,0.0238,0.0357,0,-665.18756
0.08499585,0,1.8921,1000,999.8973,0.0238,0.0238,0,-665.18756
0.08600005,0,1.8683,1000,999.8973,0.0238,0.0238,0,-665.18756
0.087001,0,1.8921,1000,999.8973,0.0238,0.0238,0,-665.18756
0.0880064,0,1.8683,1000,999.8973,0.0238,0.0119,0,-665.18756
0.089004825,0,1.8683,1000,999.8973,0.0238,0.0357,0,-665.18756
0.089998975,0,1.8802,1000,999.8973,0.0238,0.0238,0,-665.18756
0.090996125,0,1.8445,1000,999.8973,0.0238,0.0476,0,-665.18756
0.092012425,0,1.8564,1000,999.8973,0.0238,0.0357,0,-665.18756
0.0929991,0,1.8802,1000,999.8973,0.0238,0.0119,0,-665.18756
0.09400345,0,1.9159,1000,999.8973,0.0238,0.0357,0,-665.18756
0.09499285,0,1.8683,1000,999.8973,0.0238,0.0357,0,-665.18756
0.0959902,0,1.8802,1000,999.8973,0.0238,0.0119,0,-665.18756
0.09699225,0,1.904,1000,999.8973,0.0238,0.0238,0,-665.18756
0.097997075,0,1.8802,1000,999.8973,0.0238,0.0476,0,-665.18756
0.0989896,0,1.904,1000,999.8973,0.0238,0.0476,0,-665.18756
0.099989175,0,1.9159,1000,999.8973,0.0238,0.0357,0,-665.18756
0.1009891,0,1.8683,1000,999.8973,0.0238,0.0238,0,-665.18756
0.10201333,0,1.8564,1000,999.8973,0.0238,0.0238,0,-665.18756
0.10299688,0,1.8802,1000,999.8973,0.0238,0.0357,0,-665.18756
0.10398758,0,1.9159,1000,999.8973,0.0238,0.0238,0,-665.18756
0.1049906,0,1.9159,1000,999.93098,0.0238,0.0238,0,-668.34897
0.10599253,0,1.8921,1000,999.93098,0.0238,0.0476,0,-668.34897
0.1069898,0,1.8802,1000,999.93098,0.0238,0.0119,0,-668.34897
0.10799022,0,1.8802,1000,999.93098,0.0238,0.0119,0,-668.34897
0.10899515,0,1.8564,1000,999.93098,0.0238,0.0476,0,-668.34897
0.11000497,0,1.8683,1000,999.93098,0.0238,0.0476,0,-668.34897
0.11099812,0,1.8683,1000,999.93098,0.0238,0.0238,0,-668.34897
0.11201338,0,1.9278,1000,999.93098,0.0238,0.0238,0,-668.34897
0.11299447,0,1.8802,1000,999.93098,0.0238,0.0357,0,-668.34897
0.114002,0,1.8921,1000,999.93098,0.0238,0.0119,0,-668.34897
0.11500165,0,1.8683,1000,999.93098,0.0238,0.0119,0,-668.34897
0.11600675,0,1.8802,1000,999.93098,0.0238,0.0357,0,-668.34897
0.1170003,0,1.9278,1000,999.93098,0.0238,0,0,-668.34897
0.11799652,0,1.904,1000,999.93098,0.0238,0.0357,0,-668.34897
0.11899425,0,1.8683,1000,999.93098,0.0238,0.0238,0,-668.34897
0.11999567,0,1.8802,1000,999.93098,0.0238,0.0357,0,-668.34897
0.12100177,0,1.8921,1000,999.93098,0.0238,0.0357,0,-668.34897
0.12201285,0,1.9159,1000,999.93098,0.0238,0.0357,0,-668.34897
0.12299868,0,1.8683,1000,999.93098,0.0238,0.0238,0,-668.34897
0.1239976,0,1.904,1000,999.93098,0.0238,0.0119,0,-668.34897
0.12499442,0,1.8683,1000,999.93098,0.0238,0.0238,0,-668.34897
0.1259984,0,1.8207,1000,999.93098,0.0238,0.0238,0,-668.34897
0.12699395,0,1.904,1000,999.93098,0.0238,0,0,-668.34897
0.1279974,0,1.8802,1000,999.93098,0.0238,0.0357,0,-668.34897
0.1290022,0,1.8802,1000,999.93098,0.0238,0.0357,0,-668.34897
0.12999928,0,1.8921,1000,999.93098,0.0238,0.0238,0,-668.34897
0.13100085,0,1.8445,1000,999.93098,0.0238,0.0119,0,-668.34897
0.13202293,0,1.904,1000,999.93098,0.0238,0.0238,0,-668.34897
0.13299853,0,1.8445,1000,999.93098,0.0238,0.0238,0,-668.34897
0.13399227,0,1.8921,1000,999.93098,0.0238,0.0238,0,-668.34897
0.13499583,0,1.8921,1000,999.93098,0.0238,0.0357,0,-668.34897
0.13600118,0,1.9278,1000,999.93098,0.0238,0.0238,0,-668.34897
0.13699855,0,1.9516,1000,999.93098,0.0238,0,0,-668.34897
0.13800647,0,1.904,1000,999.93098,0.0238,0.0357,0,-668.34897
0.13900082,0,1.8564,1000,999.93098,0.0238,0.0238,0,-668.34897
0.14000255,0,1.9397,1000,999.93098,0.0238,0.0238,0,-668.34897
0.14099493,0,1.9397,1000,999.93098,0.0238,0.0238,0,-668.34897
0.14203398,0,1.9159,1000,999.93098,0.0238,0.0119,0,-668.34897
0.14301577,0,1.904,1000,999.93098,0.0238,0.0119,0,-668.34897
0.14399035,0,1.9516,1000,999.93098,0.0238,0,0,-668.34897
0.14499403,0,1.8802,1000,999.93098,0.0238,0.0357,0,-668.34897
0.14599945,0,1.904,1000,999.93098,0.0238,0,0,-668.34897
0.14699515,0,1.9397,1000,999.93098,0.0238,0,0,-668.34897
0.14800073,0,1.904,1000,999.93098,0.0238,0.0238,0,-668.34897
0.14899537,0,1.8683,1000,999.93098,0.0238,0,0,-668.34897
0.15000337,0,1.904,1000,999.93098,0.0238,0.0119,0,-668.34897
0.15100037,0,1.8564,1000,999.93098,0.0238,0.0119,0,-668.34897
0.15202942,0,1.8564,1000,999.93098,0.0238,0,0,-668.34897
0.15298873,0,1.8683,1000,999.93098,0.0238,0.0238,0,-668.34897
0.15399733,0,1.8921,1000,999.93098,0.0238,0.0238,0,-668.34897
0.1549955,0,1.8921,1000,999.95154,0.0238,0.0357,0,-666.26801
0.15599515,0,1.8326,1000,999.95154,0.0238,0.0119,0,-666.26801
0.15700265,0,1.8921,1000,999.95154,0.0238,0.0357,0,-666.26801
0.15800065,0,1.8564,1000,999.95154,0.0238,0.0357,0,-666.26801
0.1589884,0,1.8564,1000,999.95154,0.0238,0.0357,0,-666.26801
0.15999202,0,1.8683,1000,999.95154,0.0238,0.0476,0,-666.26801
0.16101683,0,1.8445,1000,999.95154,0.0238,0,0,-666.26801
0.162023,0,1.8921,1000,999.95154,0.0238,0,0,-666.26801
0.16299215,0,1.8207,1000,999.95154,0.0238,0,0,-666.26801
0.16399562,0,1.8445,1000,999.95154,0.0238,0.0714,0,-666.26801
0.1649938,0,1.904,1000,999.95154,0.0238,0.0238,0,-666.26801
0.16598923,0,1.8564,1000,999.95154,0.0238,0.0714,0,-666.26801
0.1669898,0,1.8683,1000,999.95154,0.0238,0.0119,0,-666.26801
0.16800043,0,1.8445,1000,999.95154,0.0238,0.0238,0,-666.26801
0.168996,0,1.8564,1000,999.95154,0.0238,0.0238,0,-666.26801
0.16999875,0,1.8683,1000,999.95154,0.0238,0.0238,0,-666.26801
0.1709933,0,1.904,1000,999.95154,0.0238,0.0238,0,-666.26801
0.1720052,0,1.904,1000,999.95154,0.0238,0.0476,0,-666.26801
0.17299318,0,1.8921,1000,999.95154,0.0238,0.0119,0,-666.26801
0.17398965,0,1.9278,1000,999.95154,0.0238,0.0119,0,-666.26801
0.17498998,0,1.9159,1000,999.95154,0.0238,0.0357,0,-666.26801
0.17598942,0,1.904,1000,999.95154,0.0238,0.0119,0,-666.26801
0.17698985,0,1.9873,1000,999.95154,0.0238,0.0238,0,-666.26801
0.1780034,0,1.9516,1000,999.95154,0.0238,0.0119,0,-666.26801
0.17899483,0,1.9278,1000,999.95154,0.0238,0.0119,0,-666.26801
0.17999248,0,1.9873,1000,999.95154,0.0238,0.0119,0,-666.26801
0.18099305,0,1.9516,1000,999.95154,0.0238,0.0238,0,-666.26801
0.18201835,0,1.9635,1000,999.95154,0.0238,0.0119,0,-666.26801
0.18299647,0,1.9873,1000,999.95154,0.0238,0.0238,0,-666.26801
0.18399018,0,2.023,1000,999.95154,0.0238,0.0357,0,-666.26801
0.1849979,0,1.9992,1000,999.95154,0.0238,0.0357,0,-666.26801
0.18599075,0,1.9278,1000,999.95154,0.0238,0,0,-666.26801
0.1869901,0,1.9873,1000,999.95154,0.0238,0.0476,0,-666.26801
0.18798985,0,1.9397,1000,999.95154,0.0238,0,0,-666.26801
0.18899125,0,2.0111,1000,999.95154,0.0238,0.0119,0,-666.26801
0.1899898,0,1.9754,1000,999.95154,0.0238,0.0119,0,-666.26801
0.19098723,0,1.904,1000,999.95154,0.0238,0.0476,0,-666.26801
0.19200715,0,1.9397,1000,999.95154,0.0238,0.0119,0,-666.26801
0.19299322,0,1.904,1000,999.95154,0.0238,0.0119,0,-666.26801
0.19399605,0,1.8921,1000,999.95154,0.0238,0.0357,0,-666.26801
0.19500185,0,1.8683,1000,999.95154,0.0238,0.0119,0,-666.26801
0.19600458,0,1.8921,1000,999.95154,0.0238,0.0238,0,-666.26801
0.19699848,0,1.904,1000,999.95154,0.0238,0.0357,0,-666.26801
0.19799317,0,1.8445,1000,999.95154,0.0238,0.0238,0,-666.26801
0.19899102,0,1.8445,1000,999.95154,0.0238,0.0476,0,-666.26801
0.19998928,0,1.8564,1000,999.95154,0.0238,0.0119,0,-666.26801
0.20098995,0,1.8445,1000,999.95154,0.0238,0.0476,0,-666.26801
0.20200927,0,1.904,1000,999.95154,0.0238,0.0357,0,-666.26801
0.20299182,0,1.8088,1000,999.95154,0.0238,0.0357,0,-666.26801
0.20399705,0,1.8683,1000,999.95154,0.0238,0,0,-666.26801
0.20499663,0,1.8326,1000,999.90186,0.0238,0.0357,0,-664.99797
0.20599665,0,1.8445,1000,999.90186,0.0238,0.0238,0,-664.99797
0.2069904,0,1.8564,1000,999.90186,0.0238,0.0238,0,-664.99797
0.2079944,0,1.8564,1000,999.90186,0.0238,0.0119,0,-664.99797
0.2089973,0,1.8445,1000,999.90186,0.0238,0.0476,0,-664.99797
0.21001145,0,1.8683,1000,999.90186,0.0238,0.0357,0,-664.99797
0.21099972,0,1.8088,1000,999.90186,0.0238,0.0238,0,-664.99797
0.21201817,0,1.8921,1000,999.90186,0.0238,0.0357,0,-664.99797
0.21299225,0,1.8564,1000,999.90186,0.0238,0.0238,0,-664.99797
0.21399745,0,1.9159,1000,999.90186,0.0238,0,0,-664.99797
0.21499843,0,1.8564,1000,999.90186,0.0238,0.0119,0,-664.99797
0.21599853,0,1.8802,1000,999.90186,0.0238,0.0238,0,-664.99797
0.21700562,0,1.9159,1000,999.90186,0.0238,0.0238,0,-664.99797
0.2179986,0,1.904,1000,999.90186,0.0238,0.0357,0,-664.99797
0.21899753,0,1.8802,1000,999.90186,0.0238,0.0119,0,-664.99797
0.21999962,0,1.9278,1000,999.90186,0.0238,0.0119,0,-664.99797
0.22100058,0,1.904,1000,999.90186,0.0238,0.0238,0,-664.99797
0.2220206,0,1.9397,1000,999.90186,0.0238,0.0238,0,-664.99797
0.22300492,0,1.8921,1000,999.90186,0.0238,0.0119,0,-664.99797
0.22399715,0,1.9278,1000,999.90186,0.0238,0.0119,0,-664.99797
0.22499595,0,1.9159,1000,999.90186,0.0238,0,0,-664.99797
0.2259973,0,1.9278,1000,999.90186,0.0238,0.0357,0,-664.99797
0.22699775,0,1.9159,1000,999.90186,0.0238,0.0238,0,-664.99797
0.22799627,0,1.8802,1000,999.90186,0.0238,0.0238,0,-664.99797
0.2289954,0,1.8921,1000,999.90186,0.0238,0,0,-664.99797
0.22999888,0,1.9516,1000,999.90186,0.0238,0.0119,0,-664.99797
0.23099513,0,1.904,1000,999.90186,0.0238,0.0119,0,-664.99797
0.2320205,0,1.9278,1000,999.90186,0.0238,0.0357,0,-664.99797
0.23300195,0,1.8921,1000,999.90186,0.0238,0.0357,0,-664.99797
0.23399957,0,1.9159,1000,999.90186,0.0238,0,0,-664.99797
0.2349964,0,1.904,1000,999.90186,0.0238,0.0238,0,-664.99797
0.23600025,0,1.9159,1000,999.90186,0.0238,0.0357,0,-664.99797
0.23699215,0,1.9397,1000,999.90186,0.0238,0.0238,0,-664.99797
0.23799045,0,1.9278,1000,999.90186,0.0238,0,0,-664.99797
0.2389911,0,1.9278,1000,999.90186,0.0238,0.0238,0,-664.99797
0.24000155,0,1.9397,1000,999.90186,0.0238,0.0119,0,-664.99797
0.24099562,0,1.904,1000,999.90186,0.0238,0.0238,0,-664.99797
0.24201333,0,1.9635,1000,999.90186,0.0238,0.0238,0,-664.99797
0.24299545,0,1.8921,1000,999.90186,0.0238,0.0119,0,-664.99797
0.24399465,0,1.9397,1000,999.90186,0.0238,0.0238,0,-664.99797
0.24499773,0,1.9278,1000,999.90186,0.0238,0.0357,0,-664.99797
0.24599867,0,1.9397,1000,999.90186,0.0238,0.0595,0,-664.99797
0.2469955,0,1.904,1000,999.90186,0.0238,0.0238,0,-664.99797
0.24799675,0,1.9159,1000,999.90186,0.0238,0.0357,0,-664.99797
0.24899532,0,1.904,1000,999.90186,0.0238,0.0238,0,-664.99797
0.24999612,0,1.9278,1000,999.90186,0.0238,0.0119,0,-664.99797
0.25099422,0,1.8921,1000,999.90186,0.0238,0.0357,0,-664.99797
0.252022,0,1.9397,1000,999.90186,0.0238,0.0476,0,-664.99797
0.25300085,0,1.9159,1000,999.90186,0.0238,0.0119,0,-664.99797
0.25399058,0,1.9397,1000,999.90186,0.0238,0.0476,0,-664.99797
0.25498998,0,1.904,1000,999.86846,0.0238,0.0357,0,-669.08593
0.2559908,0,1.8802,1000,999.86846,0.0238,0.0238,0,-669.08593
0.2570002,0,1.904,1000,999.86846,0.0238,0,0,-669.08593
0.25799478,0,1.8921,1000,999.86846,0.0238,0.0357,0,-669.08593
0.25900633,0,1.8564,1000,999.86846,0.0238,0.0238,0,-669.08593
0.260002,0,1.8921,1000,999.86846,0.0238,-0.0119,0,-669.08593
0.26099955,0,1.8564,1000,999.86846,0.0238,0.0119,0,-669.08593
0.26202837,0,1.8802,1000,999.86846,0.0238,0.0476,0,-669.08593
0.26299985,0,1.8326,1000,999.86846,0.0238,0.0357,0,-669.08593
0.26399825,0,1.8802,1000,999.86846,0.0238,0.0357,0,-669.08593
0.2650026,0,1.8326,1000,999.86846,0.0238,0.0238,0,-669.08593
0.26600808,0,1.8802,1000,999.86846,0.0238,0.0476,0,-669.08593
0.2670031,0,1.8683,1000,999.86846,0.0238,0.0238,0,-669.08593
0.2680031,0,1.8207,1000,999.86846,0.0238,0.0119,0,-669.08593
0.26900405,0,1.8088,1000,999.86846,0.0238,0.0119,0,-669.08593
0.2700021,0,1.8445,1000,999.86846,0.0238,0.0476,0,-669.08593
0.27099453,0,1.8088,1000,999.86846,0.0238,0.0476,0,-669.08593
0.27200622,0,1.8921,1000,999.86846,0.0238,0,0,-669.08593
0.27299638,0,1.8564,1000,999.86846,0.0238,0.0238,0,-669.08593
0.27398973,0,1.8802,1000,999.86846,0.0238,0.0357,0,-669.08593
0.27498955,0,1.8326,1000,999.86846,0.0238,0.0119,0,-669.08593
0.27599002,0,1.8683,1000,999.86846,0.0238,0.0119,0,-669.08593
0.27699395,0,1.9278,1000,999.86846,0.0238,0.0357,0,-669.08593
0.2779957,0,1.904,1000,999.86846,0.0238,0.0357,0,-669.08593
0.27900258,0,1.9278,1000,999.86846,0.0238,0.0119,0,-669.08593
0.27999592,0,1.9397,1000,999.86846,0.0238,0.0119,0,-669.08593
0.28100283,0,1.8921,1000,999.86846,0.0238,0.0238,0,-669.08593
0.28201687,0,1.9397,1000,999.86846,0.0238,0.0238,0,-669.08593
0.28300465,0,1.9159,1000,999.86846,0.0238,0.0238,0,-669.08593
0.2839958,0,1.9397,1000,999.86846,0.0238,0.0119,0,-669.08593
0.28500643,0,1.9754,1000,999.86846,0.0238,0.0238,0,-669.08593
0.28600723,0,1.9278,1000,999.86846,0.0238,0,0,-669.08593
0.2869942,0,1.9278,1000,999.86846,0.0238,0,0,-669.08593
0.28798987,0,1.9159,1000,999.86846,0.0238,0.0119,0,-669.08593
0.28899537,0,1.9397,1000,999.86846,0.0238,0.0238,0,-669.08593
0.289995,0,1.9397,1000,999.86846,0.0238,0,0,-669.08593
0.29099627,0,1.9159,1000,999.86846,0.0238,0.0119,0,-669.08593
0.29200812,0,1.9278,1000,999.86846,0.0238,0.0357,0,-669.08593
0.2929958,0,1.8802,1000,999.86846,0.0238,0.0357,0,-669.08593
0.2939899,0,1.904,1000,999.86846,0.0238,0.0119,0,-669.08593
0.29499535,0,1.8683,1000,999.86846,0.0238,0.0357,0,-669.08593
0.29599522,0,1.8921,1000,999.86846,0.0238,0.0119,0,-669.08593
0.296999,0,1.904,1000,999.86846,0.0238,0.0119,0,-669.08593
0.29799275,0,1.8802,1000,999.86846,0.0238,0.0357,0,-669.08593
0.29899047,0,1.8326,1000,999.86846,0.0238,0.0476,0,-669.08593
0.29999555,0,1.8921,1000,999.86846,0.0238,0.0476,0,-669.08593
0.30099012,0,1.8326,1000,999.86846,0.0238,0.0595,0,-669.08593
0.30200735,0,1.8683,1000,999.86846,0.0238,0.0357,0,-669.08593
0.30299102,0,1.8564,1000,999.86846,0.0238,0.0119,0,-669.08593
0.3039896,0,1.8921,1000,999.86846,0.0238,0,0,-669.08593
0.30499242,0,1.8207,1000,1000.0369,0.0238,0.0238,0,-665.27495
0.30599727,0,1.7969,1000,1000.0369,0.0238,0.0238,0,-665.27495
0.30700042,0,1.8445,1000,1000.0369,0.0238,0.0238,0,-665.27495
0.30799497,0,1.8564,1000,1000.0369,0.0238,0.0476,0,-665.27495
0.30900533,0,1.8564,1000,1000.0369,0.0238,0,0,-665.27495
0.30999605,0,1.8683,1000,1000.0369,0.0238,0.0119,0,-665.27495
0.31100815,0,1.8326,1000,1000.0369,0.0238,0.0357,0,-665.27495
0.3120163,0,1.8683,1000,1000.0369,0.0238,0,0,-665.27495
0.31301077,0,1.904,1000,1000.0369,0.0238,0.0238,0,-665.27495
0.3139932,0,1.904,1000,1000.0369,0.0238,0.0476,0,-665.27495
0.3149955,0,1.8802,1000,1000.0369,0.0238,0.0238,0,-665.27495
0.31599562,0,1.8921,1000,1000.0369,0.0238,0,0,-665.27495
0.31699787,0,1.9159,1000,1000.0369,0.0238,0,0,-665.27495
0.31800268,0,1.8802,1000,1000.0369,0.0238,0,0,-665.27495
0.31899505,0,1.904,1000,1000.0369,0.0238,0.0476,0,-665.27495
0.32000027,0,1.9278,1000,1000.0369,0.0238,0.0476,0,-665.27495
0.32100465,0,1.9159,1000,1000.0369,0.0238,0,0,-665.27495
0.32202107,0,1.9754,1000,1000.0369,0.0238,0,0,-665.27495
0.32299905,0,1.9278,1000,1000.0369,0.0238,0,0,-665.27495
0.3240117,0,1.9159,1000,1000.0369,0.0238,0.0238,0,-665.27495
0.32499935,0,1.904,1000,1000.0369,0.0238,0.0357,0,-665.27495
0.3259998,0,1.9397,1000,1000.0369,0.0238,0.0476,0,-665.27495
0.32699602,0,1.9516,1000,1000.0369,0.0238,0.0357,0,-665.27495
0.32799787,0,1.9159,1000,1000.0369,0.0238,0,0,-665.27495
0.32900043,0,1.8921,1000,1000.0369,0.0238,0.0357,0,-665.27495
0.33000545,0,1.8802,1000,1000.0369,0.0238,0.0238,0,-665.27495
0.33099345,0,1.8683,1000,1000.0369,0.0238,0,0,-665.27495
0.332011,0,1.8921,1000,1000.0369,0.0238,0.0119,0,-665.27495
0.3330006,0,1.904,1000,1000.0369,0.0238,0.0119,0,-665.27495
0.3339963,0,1.8921,1000,1000.0369,0.0238,0.0357,0,-665.27495
0.33499823,0,1.8445,1000,1000.0369,0.0238,0.0119,0,-665.27495
0.33600075,0,1.8207,1000,1000.0369,0.0238,0.0238,0,-665.27495
0.33699807,0,1.8564,1000,1000.0369,0.0238,0.0476,0,-665.27495
0.3379936,0,1.8445,1000,1000.0369,0.0238,0.0238,0,-665.27495
0.33899637,0,1.8683,1000,1000.0369,0.0238,0.0119,0,-665.27495
0.3399955,0,1.8683,1000,1000.0369,0.0238,0.0119,0,-665.27495
0.3409911,0,1.8326,1000,1000.0369,0.0238,0.0119,0,-665.27495
0.34200915,0,1.8088,1000,1000.0369,0.0238,0.0238,0,-665.27495
0.34299737,0,1.8802,1000,1000.0369,0.0238,0,0,-665.27495
0.3439976,0,1.8921,1000,1000.0369,0.0238,0.0238,0,-665.27495
0.3450003,0,1.9397,1000,1000.0369,0.0238,0.0238,0,-665.27495
0.34599723,0,1.8802,1000,1000.0369,0.0238,0.0238,0,-665.27495
0.3469962,0,1.904,1000,1000.0369,0.0238,0.0119,0,-665.27495
0.34800145,0,1.8802,1000,1000.0369,0.0238,0.0119,0,-665.27495
0.349002,0,1.904,1000,1000.0369,0.0238,0.0357,0,-665.27495
0.3499954,0,1.9516,1000,1000.0369,0.0238,0.0238,0,-665.27495
0.3509974,0,1.9159,1000,1000.0369,0.0238,0.0119,0,-665.27495
0.35201125,0,1.9397,1000,1000.0369,0.0238,0.0119,0,-665.27495
0.35299055,0,1.9278,1000,1000.0369,0.0238,0.0357,0,-665.27495
0.35399768,0,1.9516,1000,1000.0369,0.0238,0.0119,0,-665.27495
0.3549963,0,1.904,1000,999.87073,0.0238,0.0238,0,-667.58032
0.35599683,0,1.9278,1000,999.87073,0.0238,0,0,-667.58032
0.35699075,0,1.9873,1000,999.87073,0.0238,0.0238,0,-667.58032
0.3579917,0,1.9873,1000,999.87073,0.0238,0,0,-667.58032
0.35899025,0,1.9516,1000,999.87073,0.0238,0.0119,0,-667.58032
0.35998905,0,1.9754,1000,999.87073,0.0238,0.0357,0,-667.58032
0.36098978,0,1.9635,1000,999.87073,0.0238,0,0,-667.58032
