2.987999999999999901e+01,2.228462526283100931e-01,2.268980026747645928e-01,1.093704398438152293e-02,5.167545234688632194e-02
2.988033203000000171e+01,1.853430104904212339e+00,1.883040065218673398e+00,9.091506410825865581e-02,4.265445400698784084e-01
2.988066405000000003e+01,7.292971832857470638e+00,7.389576152385676444e+00,3.575048383421882137e-01,1.667924230993134582e+00
2.988099610000000084e+01,1.830861388661175582e+01,1.849322870786955164e+01,8.969355062748967100e-01,4.170346388229673629e+00
2.988132811999999916e+01,3.343914952152901066e+01,3.366338082405214749e+01,1.637569204371787768e+00,7.608167545897122963e+00
2.988166014999999831e+01,4.808570928468873262e+01,4.824863066579965221e+01,2.355117330624636018e+00,1.096274793451155993e+01
2.988199218000000101e+01,5.758777566784113588e+01,5.760605234035273980e+01,2.822382708000637841e+00,1.319334131011107125e+01
2.988232422000000099e+01,6.020094639333484565e+01,6.005205072164869762e+01,2.953168373825534765e+00,1.388639333027154699e+01
2.988265625000000014e+01,5.761853199142093729e+01,5.733702125889099932e+01,2.828226809657103047e+00,1.338709321253667639e+01
2.988298827999999929e+01,5.327064484014712775e+01,5.292964479056946203e+01,2.614425909656079128e+00,1.245668430207734190e+01
2.988332030000000117e+01,5.010848606490330326e+01,4.978859447738400235e+01,2.456702719903579357e+00,1.178514741966578505e+01
2.988365234999999842e+01,4.933390417620901758e+01,4.907894392013441376e+01,2.413997172210360809e+00,1.166599513193698812e+01
2.988398437000000030e+01,5.044948283116390542e+01,5.025420344205402046e+01,2.461430686934327206e+00,1.198217780787453179e+01
2.988431639999999945e+01,5.214933224688140712e+01,5.199688395873583602e+01,2.535543025981429111e+00,1.242208431560221982e+01
2.988464842999999860e+01,5.331040097268046907e+01,5.319911481231960693e+01,2.582830457411389613e+00,1.271429294134233956e+01
2.988498046999999858e+01,5.352897362129189673e+01,5.345411332694204276e+01,2.584486138987981629e+00,1.275563262122598829e+01
2.988531250000000128e+01,5.306411891220559340e+01,5.300312556571500267e+01,2.553505431657886238e+00,1.261617697468332366e+01
2.988564451999999960e+01,5.243488266782576801e+01,5.236680996435315905e+01,2.515845859447799260e+00,1.245004544090083876e+01
2.988597654999999875e+01,5.203767376920967536e+01,5.196386258686450788e+01,2.491353678405396010e+00,1.237889051257331019e+01
2.988630859999999956e+01,5.199789633261817556e+01,5.193895160166623270e+01,2.485218891035912758e+00,1.241965113587132663e+01
2.988664062000000143e+01,5.222294013349593200e+01,5.221025643155661555e+01,2.490585994090529276e+00,1.249659464335725545e+01
2.988697265000000058e+01,5.251713845158396765e+01,5.259767041430225021e+01,2.496228050831843071e+00,1.252846247619549480e+01
2.988730467999999973e+01,5.269859513669244677e+01,5.292807532983929519e+01,2.493679206746769239e+00,1.250592042198359621e+01
2.988763673000000054e+01,5.270251738582097545e+01,5.309367498713034905e+01,2.481003268838663178e+00,1.246884932302380555e+01
2.988796874999999886e+01,5.260105944537163225e+01,5.307050517165796322e+01,2.462443730728653080e+00,1.243462286997891653e+01
2.988830077000000074e+01,5.251147720263475094e+01,5.291354285274957903e+01,2.444937453155846541e+00,1.239153342518591394e+01
2.988863279999999989e+01,5.249250655614957140e+01,5.272576012211987262e+01,2.433927690210084815e+00,1.233867025217083757e+01
2.988896485000000069e+01,5.252564414168509899e+01,5.259767055600772778e+01,2.431339594945690852e+00,1.229110775422122792e+01
2.988929686999999902e+01,5.256235821521983809e+01,5.256420987076714368e+01,2.436345291856463202e+00,1.225422866934357558e+01
2.988962890000000172e+01,5.257259867967077582e+01,5.261544348004484561e+01,2.446455853111466627e+00,1.221452736320337173e+01
2.988996092000000004e+01,5.256413971824848375e+01,5.272199922465956945e+01,2.457632332396879615e+00,1.215339900300755538e+01
2.989029298000000168e+01,5.256482066349818183e+01,5.283694476487154645e+01,2.465452366892059377e+00,1.206640320194887117e+01
2.989062500000000000e+01,5.257980082957267598e+01,5.289861273300090971e+01,2.467805297704001255e+00,1.197906870558627013e+01
2.989095701999999832e+01,5.257732649839274330e+01,5.286262635907510088e+01,2.466127726605095827e+00,1.193287297832800675e+01
2.989128905000000103e+01,5.253128391204781877e+01,5.273993716248779151e+01,2.463847248331650697e+00,1.193995769128395956e+01
2.989162109999999828e+01,5.246278045156119418e+01,5.259835643245282455e+01,2.464050542435135327e+00,1.196649039098365996e+01
2.989195313000000098e+01,5.242649583760952936e+01,5.251649202386776949e+01,2.468034261537043861e+00,1.196565251431069754e+01
2.989228514999999931e+01,5.245961364036012498e+01,5.252352984050068585e+01,2.474695375077618831e+00,1.191920038931987058e+01
2.989261717000000118e+01,5.253927023900600091e+01,5.258118569585508340e+01,2.481135501877214988e+00,1.185235219064930412e+01
2.989294922999999926e+01,5.259446217679468560e+01,5.262522432992465582e+01,2.484806197739799494e+00,1.180775405363606723e+01
2.989328125000000114e+01,5.257430703038133402e+01,5.261694556453554839e+01,2.485275569013236652e+00,1.180419934807100546e+01
2.989361326999999946e+01,5.249699994792624125e+01,5.255572443829347407e+01,2.483970673665993889e+00,1.182505121509592172e+01
2.989394529999999861e+01,5.242250239194221706e+01,5.246424784037425582e+01,2.483060603176019843e+00,1.184030161948074600e+01
2.989427734999999942e+01,5.238912537016489068e+01,5.237856472927495588e+01,2.484540201701599837e+00,1.183474128796783198e+01
2.989460937999999857e+01,5.238811070370820033e+01,5.233760085582996879e+01,2.489078790724541523e+00,1.181756912784108415e+01
2.989494140000000044e+01,5.239414043846126390e+01,5.235768137634065766e+01,2.495067426823334600e+00,1.180808610434274364e+01
2.989527341999999877e+01,5.240112383509335103e+01,5.241309142841037527e+01,2.499209030923767560e+00,1.181629727270621899e+01
2.989560546999999957e+01,5.241962391036825153e+01,5.245364206090628301e+01,2.498662742071242171e+00,1.183643803982638332e+01
2.989593749999999872e+01,5.245408949423674017e+01,5.245083511196916959e+01,2.493103806000358968e+00,1.185481895128540764e+01
2.989626953000000142e+01,5.249234343302737926e+01,5.242033935196998584e+01,2.485122060177291203e+00,1.186405036328448936e+01
2.989660154999999975e+01,5.250803641606022154e+01,5.238865136241246034e+01,2.478593885830982835e+00,1.187081713466662514e+01
2.989693360000000055e+01,5.247240992637104284e+01,5.234867478345689307e+01,2.476106140633145269e+00,1.189263959173305629e+01
2.989726562999999970e+01,5.238226964436724842e+01,5.227470571202422178e+01,2.477545016325481075e+00,1.194344521036647144e+01
2.989759765000000158e+01,5.228189354501962072e+01,5.217995227567401884e+01,2.481077768175497411e+00,1.201058970419132876e+01
2.989792968000000073e+01,5.223831319543481300e+01,5.211982872591307370e+01,2.485397146073512697e+00,1.205732636041353700e+01
2.989826172000000071e+01,5.228316761029799409e+01,5.212528286004221911e+01,2.490899439115962899e+00,1.206715672970585906e+01
2.989859374999999986e+01,5.237943531723627189e+01,5.216486741782371439e+01,2.498596013606970700e+00,1.207058551906992072e+01
2.989892577999999901e+01,5.244653485626702150e+01,5.218257671583628365e+01,2.508184034810895913e+00,1.210772457547412806e+01
2.989925780000000088e+01,5.242878746815255653e+01,5.215367559441970258e+01,2.517714468053871002e+00,1.217615923213810625e+01
2.989958985000000169e+01,5.234781873238474503e+01,5.210489976832473502e+01,2.525039631909306248e+00,1.223597019958288890e+01
2.989992187000000001e+01,5.228156065102039918e+01,5.209176982258141919e+01,2.529457086386571074e+00,1.226180228835171171e+01
2.990025389999999916e+01,5.228963398386154893e+01,5.214610994484181106e+01,2.532299701673220049e+00,1.227032925530094509e+01
2.990058592999999831e+01,5.236179891374041517e+01,5.223877872272429101e+01,2.535845955287304943e+00,1.229323793549813715e+01
2.990091796999999829e+01,5.243607079786954728e+01,5.230875048657320292e+01,2.541393911627350288e+00,1.234005724705467166e+01
2.990125000000000099e+01,5.246298185475309594e+01,5.233002532450798583e+01,2.548408178913106781e+00,1.239429654288470850e+01
2.990158201999999932e+01,5.244687440312291926e+01,5.233205995244937014e+01,2.555346060805850694e+00,1.243402732940762512e+01
2.990191404999999847e+01,5.242502418314830948e+01,5.235528515479126099e+01,2.561088230452608805e+00,1.245550824002025614e+01
2.990224609999999927e+01,5.241908977955663573e+01,5.240246741670940622e+01,2.565625077428080214e+00,1.248007483319346100e+01
2.990257812000000115e+01,5.241856837652201051e+01,5.243996903093226081e+01,2.569788315030754777e+00,1.252645442510807072e+01
2.990291015000000030e+01,5.240901420727713145e+01,5.244212354489699379e+01,2.574859385586020455e+00,1.258030456704939226e+01
2.990324217999999945e+01,5.239876623052562366e+01,5.242387603314890043e+01,2.581867059484487026e+00,1.260700436265208069e+01
2.990357421999999943e+01,5.240800850489430474e+01,5.242768883658060020e+01,2.590010486439874526e+00,1.258601455719814410e+01
2.990390624999999858e+01,5.244294990200982198e+01,5.248136841477280967e+01,2.596057919725588636e+00,1.252300888256373312e+01
2.990423827000000045e+01,5.248744007444959436e+01,5.256177053021577450e+01,2.596467958190655345e+00,1.244874746421718825e+01
2.990457029999999961e+01,5.251372829606948045e+01,5.260785229743625280e+01,2.590108616782311302e+00,1.241072819026714669e+01
2.990490235000000041e+01,5.250896878903009934e+01,5.258992645513053787e+01,2.578692105328060258e+00,1.242980687504961601e+01
2.990523436999999873e+01,5.249808372705913229e+01,5.255301423111294667e+01,2.565238802393008388e+00,1.246344494671481051e+01
2.990556640000000144e+01,5.251758340379916490e+01,5.256560932427812816e+01,2.552629220346246175e+00,1.245572011887142416e+01
2.990589841999999976e+01,5.256144705630029534e+01,5.263681401183939101e+01,2.542995624617326200e+00,1.241427263755116783e+01
2.990623048000000139e+01,5.258495270536154464e+01,5.270553102752598562e+01,2.537201790675604141e+00,1.238822453282792679e+01
2.990656249999999972e+01,5.256204758054558823e+01,5.270072872590242241e+01,2.534572322105754338e+00,1.238939195728122478e+01
