0.000000000000000000e+00,0.000000000000000000e+00,2.380000000000000171e-02
9.941250000000000000e-04,-1.190000000000000085e-02,0.000000000000000000e+00
1.990075000000000004e-03,-1.190000000000000085e-02,-1.190000000000000085e-02
2.993850000000000157e-03,1.190000000000000085e-02,1.190000000000000085e-02
3.993799999999999607e-03,0.000000000000000000e+00,1.190000000000000085e-02
4.992424999999999988e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.992800000000000384e-03,-1.190000000000000085e-02,-1.190000000000000085e-02
6.998700000000000060e-03,-1.190000000000000085e-02,-1.190000000000000085e-02
7.991724999999999871e-03,0.000000000000000000e+00,2.380000000000000171e-02
8.992925000000000571e-03,0.000000000000000000e+00,1.190000000000000085e-02
9.994025000000000131e-03,-1.190000000000000085e-02,-3.570000000000000256e-02
1.099587999999999954e-02,0.000000000000000000e+00,-1.190000000000000085e-02
1.199366999999999968e-02,1.190000000000000085e-02,0.000000000000000000e+00
1.299242999999999926e-02,1.190000000000000085e-02,0.000000000000000000e+00
1.399986999999999933e-02,0.000000000000000000e+00,1.190000000000000085e-02
1.499472999999999952e-02,-1.190000000000000085e-02,0.000000000000000000e+00
1.599652999999999839e-02,-1.190000000000000085e-02,0.000000000000000000e+00
1.699449999999999919e-02,0.000000000000000000e+00,-1.190000000000000085e-02
1.799914999999999848e-02,0.000000000000000000e+00,-2.380000000000000171e-02
1.899344999999999853e-02,-1.190000000000000085e-02,0.000000000000000000e+00
1.999567999999999832e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.099300000000000124e-02,0.000000000000000000e+00,1.190000000000000085e-02
2.199380000000000085e-02,0.000000000000000000e+00,-1.190000000000000085e-02
2.299763000000000154e-02,0.000000000000000000e+00,2.380000000000000171e-02
2.399427000000000157e-02,0.000000000000000000e+00,1.190000000000000085e-02
2.499677999999999969e-02,0.000000000000000000e+00,-1.190000000000000085e-02
2.599736999999999881e-02,1.190000000000000085e-02,-1.190000000000000085e-02
2.699734999999999982e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.800505000000000008e-02,1.190000000000000085e-02,-1.190000000000000085e-02
2.899849999999999997e-02,2.380000000000000171e-02,-1.190000000000000085e-02
2.999689999999999995e-02,0.000000000000000000e+00,1.190000000000000085e-02
3.099458000000000074e-02,1.190000000000000085e-02,0.000000000000000000e+00
3.200172999999999907e-02,1.190000000000000085e-02,-1.190000000000000085e-02
3.299537999999999777e-02,-1.190000000000000085e-02,0.000000000000000000e+00
3.399345000000000144e-02,0.000000000000000000e+00,1.190000000000000085e-02
3.499838000000000254e-02,0.000000000000000000e+00,1.190000000000000085e-02
3.599971999999999894e-02,-2.380000000000000171e-02,1.190000000000000085e-02
